Comments,Surrounding Code Context,Class
"/*Take care of special cases at end of arrays.  If pl3upv is 0 the
endpoints are not connected to the old view.*/","-10.             plP_draw3d( px, py, c, j, 1 );
-9.             first  = 0;
-8.             lstold = ptold;
-7.             savehipoint( px, py );
-6.             pthi    = 0;
-5.             ochange = 0;
-4.         }
-3.         else if ( change )
-2.  ",Useful
"/*If pl3upv is not 0 then we do want to connect the current line
with the previous view at the endpoints.  Also find intersection
point with old view.*/","-10.                       ( ( !ptold && i >= mhi ) || ( ptold && j >= n ) ) )
-9.             {
-8.                 plP_draw3d( px, py, c, j, 1 );
-7.                 lstold  = ptold;
-6.                 pthi    = 0;
-5.                 ochange = 0;
-4. ",Useful
/*Determine the intersection*/,"-10.                     su2 = u[n - 1];
-9.                     sv2 = -1;
-8.                 }
-7.                 else
-6.                 {
-5.                     su1 = u[j - 1];
-4.                     sv1 = v[j - 1];
-3.                     su2 = u",Useful
/*If point is low then draw plot to point and update view.*/,"-10.                     if ( lstold && !ochange )
-9.                         plP_draw3d( cx, cy, c, j, 1 );
-8.                     else
-7.                         plP_draw3d( cx, cy, c, j, 0 );
-6.                     lstold = 1;
-5.                  ",Useful
/*Set oldloview*/,"-10.             savelopoint( px, py );
-9.             lstold  = ptold;
-8.             ochange = 0;
-7.         }
-6.         pnewlo = newlo;
-5.         if ( ptold )
-4.             i = i + 1;
-3.         else
-2.             j = j + 1;
-1.     }

 /*S",Useful
"/*--------------------------------------------------------------------------
savehipoint
savelopoint

Add a point to the list of currently visible peaks/valleys, when
drawing the top/bottom surface, respectively.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*--------------------------------------------------------------------------
swaphiview
swaploview

Swaps the top/bottom views.  Need to do a real swap so that the
memory cleanup routine really frees everything (and only once).
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*--------------------------------------------------------------------------
freework

Frees memory associated with work arrays
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*--------------------------------------------------------------------------
myexit

Calls plexit, cleaning up first.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*--------------------------------------------------------------------------
myabort

Calls plabort, cleaning up first.
Caller should return to the user program.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*--------------------------------------------------------------------------
int plabv()

Determines if point (px,py) lies above the line joining (sx1,sy1) to
(sx2,sy2). It only works correctly if sx1 <= px <= sx2.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*--------------------------------------------------------------------------
void pl3cut()

Determines the point of intersection (cx,cy) between the line joining
(sx1,sy1) to (sx2,sy2) and the line joining (su1,sv1) to (su2,sv2).
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*--------------------------------------------------------------------------
void plRotationShear

Calculates the rotation and shear angles from a plplot transformation matrix

N.B. the plot transformation matrix

[xFormMatrix[0] xFormMatrix[2]]
[xFormMatrix[1] xFormMatrix[3]]

is calculated as

[stride cos(t)    stride sin(t)]
[sin(p-t)              cos(p-t)]

where t is the rotation angle and p is the shear angle.
The purpose of this routine is to determine stride, rotation angle,
and shear angle from xFormMatrix.

For information only, xFormMatrix is the product of the following
rotation, skew(shear), and scale matrices:

[stride    0] [1      0] [cos(t)  sin(t)]
[0    cos(p)] [tan(p) 1] [-sin(t) cos(t)]

--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
/*Calculate rotation in range from -pi to pi.*/,"-5. void
-4. plRotationShear( PLFLT *xFormMatrix, PLFLT *rotation, PLFLT *shear, PLFLT *stride )
-3. {
-2.     PLFLT smr;
-1.     *stride = sqrt( xFormMatrix[0] * xFormMatrix[0] + xFormMatrix[2] * xFormMatrix[2] );

 /*Calculate rotation in range from -pi",Useful
/*Calculate shear - rotation in range from -pi to pi.*/,"-1.     *rotation = atan2( xFormMatrix[2], xFormMatrix[0] );

 /*Calculate shear - rotation in range from -pi to pi.*/

1.     smr = atan2( xFormMatrix[1], xFormMatrix[3] );",Useful
/*Calculate shear in range from -2 pi to 2 pi.*/,"-1.     smr = atan2( xFormMatrix[1], xFormMatrix[3] );

 /*Calculate shear in range from -2 pi to 2 pi.*/

1.     *shear = smr + *rotation;",Useful
/*Calculate shear in range from -pi to pi.*/,"-1.     *shear = smr + *rotation;

 /*Calculate shear in range from -pi to pi.*/

1.     if ( *shear < -PI )
2.         *shear += 2. * PI;
3.     else if ( *shear > PI )
4.         *shear -= 2. * PI;",Useful
"/*Actually must honour some convention to calculate the negative
of the shear angle instead of the shear angle. Why??*/","-4.     if ( *shear < -PI )
-3.         *shear += 2. * PI;
-2.     else if ( *shear > PI )
-1.         *shear -= 2. * PI;

 /*Actually must honour some convention to calculate the negative
of the shear angle instead of the shear angle. Why??*/

1.     *sh",Useful
"/*Comment out the modified old logic which determines the negative
of the shear angle in a more complicated way.  Note, the modification
to divide the asin argument by *stride which solved a long-standing
bug (as does the above logic in a simpler way).

shear = -asin( (xFormMatrix[0] * xFormMatrix[1] +
xFormMatrix[2] * xFormMatrix[3] )/ *stride);*/","-1.     *shear = -*shear;

 /*Comment out the modified old logic which determines the negative
of the shear angle in a more complicated way.  Note, the modification
to divide the asin argument by *stride which solved a long-standing
bug (as does the above",Useful
"/*Compute the cross product of the vectors [1,0] and [0,1] to
determine if we need to make a ""quadrant 3,4"" adjustment
to the shear angle.*/","-9.     *shear = -*shear;

 /*Compute the cross product of the vectors [1,0] and [0,1] to
determine if we need to make a ""quadrant 3,4"" adjustment
to the shear angle.*/

111",Useful
"/*--------------------------------------------------------------------------
void plwind()

Set up world coordinates of the viewport boundaries (2d plots).
--------------------------------------------------------------------------*/","-10. // but WITHOUT ANY WARRANTY; without even the implied warranty of
-9. // MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
-8. // GNU Library General Public License for more details.
-7. //
-6. // You should have received a copy of the GN",Useful
/*Best to just warn and recover on bounds errors*/,"-10. c_plwind( PLFLT xmin, PLFLT xmax, PLFLT ymin, PLFLT ymax )
-9. {
-8.     PLFLT    dx, dy, mmxmi, mmxma, mmymi, mmyma;
-7.     PLFLT    xvpwxmin, xvpwxmax, xvpwymin, xvpwymax;
-6.     PLWindow w;
-5.     if ( plsc->level < 2 )
-4.     {
-3.         pl",Useful
"/*The true plot window is made slightly larger than requested so that
the end limits will be on the graph
Get the (slightly extended) window limits.*/","-10.     }
-9.     if ( ymin == ymax )
-8.     {
-7.         plwarn( ""plwind: Invalid window limits in y."" );
-6.         ymin--; ymax++;
-5.     }
-4.     plsc->vpwxmi = xmin;
-3.     plsc->vpwxma = xmax;
-2.     plsc->vpwymi = ymin;
-1.     plsc->vpwyma",Useful
/*Compute the scaling between coordinate systems*/,"-1.     plP_xgvpw( &xvpwxmin, &xvpwxmax, &xvpwymin, &xvpwymax );

 /*Compute the scaling between coordinate systems*/

1.     dx = xvpwxmax - xvpwxmin;
2.     dy = xvpwymax - xvpwymin;
3.     plsc->wpxscl = ( plsc->vppxma - plsc->vppxmi ) / dx;
4.     pls",Useful
/*Set transformation variables for world coordinates to mm*/,"-10.     dx = xvpwxmax - xvpwxmin;
-9.     dy = xvpwymax - xvpwymin;
-8.     plsc->wpxscl = ( plsc->vppxma - plsc->vppxmi ) / dx;
-7.     plsc->wpxoff = ( xmax * plsc->vppxmi - xmin * plsc->vppxma ) / dx;
-6.     plsc->wpyscl = ( plsc->vppyma - plsc->vppy",Useful
/*Set transformation variables for world coordinates to device coords*/,"-4.     plsc->wmxscl = ( mmxma - mmxmi ) / dx;
-3.     plsc->wmxoff = ( xmax * mmxmi - xmin * mmxma ) / dx;
-2.     plsc->wmyscl = ( mmyma - mmymi ) / dy;
-1.     plsc->wmyoff = ( ymax * mmymi - ymin * mmyma ) / dy;

 /*Set transformation variables for wo",Useful
/*Register plot window attributes*/,"-4.     plsc->wdxscl = plsc->wmxscl * plsc->xpmm / ( plsc->phyxma - plsc->phyxmi );
-3.     plsc->wdxoff = plsc->wmxoff * plsc->xpmm / ( plsc->phyxma - plsc->phyxmi );
-2.     plsc->wdyscl = plsc->wmyscl * plsc->ypmm / ( plsc->phyyma - plsc->phyymi );
-1.",Useful
/*Go to level 3*/,"-9.     w.dxmi = plsc->vpdxmi;
-8.     w.dxma = plsc->vpdxma;
-7.     w.dymi = plsc->vpdymi;
-6.     w.dyma = plsc->vpdyma;
-5.     w.wxmi = xvpwxmin;
-4.     w.wxma = xvpwxmax;
-3.     w.wymi = xvpwymin;
-2.     w.wyma = xvpwymax;
-1.     plP_swin( &w );",Useful
"/*--------------------------------------------------------------------------
void plw3d()

Set up a window for three-dimensional plotting. The data are mapped
into a box with world coordinate size ""basex"" by ""basey"" by ""height"",
with the base being symmetrically positioned about zero. Thus
the mapping between data 3-d and world 3-d coordinates is given by:

x = xmin   =>   wx = -0.5*basex
x = xmax   =>   wx =  0.5*basex
y = ymin   =>   wy = -0.5*basey
y = ymax   =>   wy =  0.5*basey
z = zmin   =>   wz =  0.0
z = zmax   =>   wz =  height

The world coordinate box is then viewed from position ""alt""-""az"",
measured in degrees. For proper operation, 0 <= alt <= 90 degrees,
but az can be any value.
--------------------------------------------------------------------------*/","-10. // but WITHOUT ANY WARRANTY; without even the implied warranty of
-9. // MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
-8. // GNU Library General Public License for more details.
-7. //
-6. // You should have received a copy of the GN",Useful
"/*Mathematical explanation of the 3 transformations of coordinates:
(I) Scaling:
x' = cx*(x-x_mid) = cx*(x-plsc->basecx)
y' = cy*(y-y_mid) = cy*(y-plsc->basecy)
z' = zscale*(z-zmin_adjusted) = zscale*(z-plsc->ranmi)
(II) Rotation about z' axis clockwise by the angle of the azimut when
looking from the top in a right-handed coordinate system.
x''          x'
y'' =  M_1 * y'
z''          z'
where the rotation matrix M_1 (see any mathematical physics book such
as Mathematical Methods in the Physical Sciences by Boas) is
caz          -saz       0
saz           caz       0
0             0        1
(III) Rotation about x'' axis by 90 deg - alt to bring z''' axis
coincident with line of sight and x''' and y''' corresponding to
x and y coordinates in the 2D plane of the plot.
x'''          x''
y''' =  M_2 * y''
z'''          z''
where the rotation matrix M_2 is
1            0         0
0           salt      calt
0          -calt      salt
Note
x'''          x'
y''' =  M *   y'
z'''          z'
where M = M_2*M_1 is given by
caz      -saz     0
salt*saz  salt*caz    calt
-calt*saz -calt*caz    salt
plP_w3wcx and plP_w3wcy take the combination of the plsc->basecx,
plsc->basecy, plsc->ranmi, plsc->cxx, plsc->cxy, plsc->cyx, plsc->cyy, and
plsc->cyz data stored here to implement the combination of the 3
transformations to determine x''' and y''' from x, y, and z.*/","-10.     plsc->domxma = xmax_adjusted;
-9.     plsc->domymi = ymin_adjusted;
-8.     plsc->domyma = ymax_adjusted;
-7.     plsc->zzscl  = zscale;
-6.     plsc->ranmi  = zmin_adjusted;
-5.     plsc->ranma  = zmax_adjusted;
-4.     plsc->base3x = basex;
-3.",Useful
